timestamp,day_of_week,hour,weather,road_name,humidity,rainfall_mm,vehicle_count,jam_level
2025-01-04 05:00:00,Monday,19,Clear,Airport Road,43,0,6519,High
2025-01-04 06:00:00,Tuesday,12,Cloudy,Airport Road,93,20,6623,Medium
2025-01-04 07:00:00,Monday,17,Cloudy,Airport Road,68,0,5528,High
2025-01-04 08:00:00,Friday,12,Rainy,Airport Road,57,0,5850,High
2025-01-04 09:00:00,Saturday,10,Sunny,Airport Road,65,5,5140,Medium
2025-01-04 10:00:00,Friday,21,Rainy,Airport Road,83,0,3956,Medium
2025-01-04 11:00:00,Friday,17,Cloudy,Airport Road,73,0,3235,Medium
2025-01-04 12:00:00,Monday,16,Clear,Airport Road,49,0,1024,Low
2025-01-04 13:00:00,Tuesday,8,Sunny,Airport Road,75,5,6134,High
2025-01-04 14:00:00,Thursday,4,Foggy,Airport Road,53,2,4689,Medium
2025-01-04 15:00:00,Saturday,13,Cloudy,Airport Road,70,5,1646,Low
2025-01-04 16:00:00,Thursday,1,Clear,Airport Road,87,0,6165,Medium
2025-01-04 17:00:00,Friday,8,Cloudy,Airport Road,54,20,1194,Medium
2025-01-04 18:00:00,Tuesday,5,Rainy,Airport Road,47,10,2511,Medium
2025-01-04 19:00:00,Saturday,9,Rainy,Airport Road,53,2,2717,High
2025-01-04 20:00:00,Thursday,8,Clear,Airport Road,62,0,6021,High
2025-01-04 21:00:00,Thursday,13,Clear,Airport Road,79,2,862,Low
2025-01-04 22:00:00,Thursday,17,Sunny,Airport Road,60,20,2423,Medium
2025-01-04 23:00:00,Tuesday,9,Foggy,Airport Road,55,0,4245,High
2025-01-05 00:00:00,Monday,20,Rainy,Airport Road,84,20,2875,Medium
2025-01-05 01:00:00,Tuesday,12,Sunny,Airport Road,57,0,5101,Medium
2025-01-05 02:00:00,Monday,20,Foggy,Airport Road,86,2,4759,Medium
2025-01-05 03:00:00,Wednesday,14,Cloudy,Airport Road,92,0,4978,Medium
2025-01-05 04:00:00,Thursday,5,Cloudy,Airport Road,63,0,6728,Medium
2025-01-05 05:00:00,Thursday,13,Rainy,Airport Road,65,0,3255,Medium
2025-01-05 06:00:00,Thursday,8,Clear,Airport Road,64,5,4070,High
2025-01-05 07:00:00,Sunday,8,Sunny,Airport Road,84,5,2140,Medium
2025-01-05 08:00:00,Saturday,11,Foggy,Airport Road,80,10,6027,Medium
2025-01-05 09:00:00,Sunday,10,Rainy,Airport Road,68,10,683,Medium
2025-01-05 10:00:00,Saturday,9,Cloudy,Airport Road,54,0,5515,High
2025-01-05 11:00:00,Saturday,3,Clear,Airport Road,84,10,4431,Medium
2025-01-05 12:00:00,Wednesday,11,Sunny,Airport Road,40,20,2203,Low
2025-01-05 13:00:00,Friday,7,Rainy,Airport Road,64,2,2042,High
2025-01-05 14:00:00,Tuesday,1,Rainy,Airport Road,46,0,4555,High
2025-01-05 15:00:00,Thursday,13,Rainy,Airport Road,48,20,6126,High
2025-01-05 16:00:00,Sunday,15,Rainy,Airport Road,63,0,209,Medium
2025-01-05 17:00:00,Wednesday,19,Cloudy,Airport Road,40,0,291,Medium
2025-01-05 18:00:00,Tuesday,0,Clear,Airport Road,83,0,1003,Low
2025-01-05 19:00:00,Saturday,6,Sunny,Airport Road,47,20,5312,Medium
2025-01-05 20:00:00,Monday,21,Rainy,Airport Road,63,0,961,Medium
2025-01-05 21:00:00,Wednesday,12,Sunny,Airport Road,50,0,6811,Medium
2025-01-05 22:00:00,Tuesday,23,Cloudy,Airport Road,90,0,1183,Low
2025-01-05 23:00:00,Thursday,6,Sunny,Airport Road,56,2,749,Low
2025-01-06 00:00:00,Saturday,18,Cloudy,Airport Road,47,10,4234,High
2025-01-06 01:00:00,Wednesday,14,Clear,Airport Road,74,2,3711,Low
2025-01-06 02:00:00,Sunday,21,Sunny,Airport Road,74,10,736,Low
2025-01-06 03:00:00,Thursday,10,Cloudy,Airport Road,72,0,1136,Low
2025-01-06 04:00:00,Tuesday,23,Sunny,Airport Road,44,0,4231,Medium
2025-01-06 05:00:00,Wednesday,12,Cloudy,Airport Road,81,0,2248,Low
2025-01-06 06:00:00,Wednesday,13,Foggy,Airport Road,78,0,3965,Low
2025-01-06 07:00:00,Tuesday,20,Rainy,Airport Road,80,20,3257,Medium
2025-01-06 08:00:00,Monday,7,Cloudy,Airport Road,67,10,3687,Medium
2025-01-06 09:00:00,Friday,6,Cloudy,Airport Road,46,20,3394,Low
2025-01-06 10:00:00,Sunday,5,Clear,Airport Road,48,0,5557,Medium
2025-01-06 11:00:00,Tuesday,3,Foggy,Airport Road,47,0,6179,Medium
2025-01-06 12:00:00,Thursday,14,Sunny,Airport Road,51,5,4361,Medium
2025-01-06 13:00:00,Saturday,18,Cloudy,Airport Road,73,2,2530,Medium
2025-01-06 14:00:00,Saturday,4,Sunny,Airport Road,72,2,1979,Low
2025-01-06 15:00:00,Monday,17,Sunny,Airport Road,87,0,4066,High
2025-01-06 16:00:00,Friday,22,Sunny,Airport Road,94,0,3813,Low
2025-01-06 17:00:00,Friday,7,Rainy,Airport Road,62,10,4226,High
2025-01-06 18:00:00,Sunday,0,Cloudy,Airport Road,63,5,4206,Medium
2025-01-06 19:00:00,Monday,6,Sunny,Airport Road,76,5,2111,Low
2025-01-06 20:00:00,Thursday,14,Cloudy,Airport Road,74,20,3473,Low
2025-01-06 21:00:00,Tuesday,11,Rainy,Airport Road,83,2,2243,Medium
2025-01-06 22:00:00,Monday,15,Cloudy,Airport Road,79,0,2600,Low
2025-01-06 23:00:00,Friday,23,Rainy,Airport Road,61,0,6435,High
2025-01-07 00:00:00,Monday,17,Foggy,Airport Road,66,0,4681,High
2025-01-07 01:00:00,Thursday,17,Foggy,Airport Road,74,20,1389,Medium
2025-01-07 02:00:00,Sunday,9,Rainy,Airport Road,40,0,1547,High
2025-01-07 03:00:00,Tuesday,6,Sunny,Airport Road,74,0,3299,Low
2025-01-07 04:00:00,Friday,4,Clear,Airport Road,76,20,6481,Medium
2025-01-07 05:00:00,Sunday,6,Clear,Airport Road,86,0,2043,Low
2025-01-07 06:00:00,Wednesday,1,Foggy,Airport Road,53,0,6159,Medium
2025-01-07 07:00:00,Sunday,23,Sunny,Airport Road,42,0,3283,Low
2025-01-07 08:00:00,Saturday,18,Clear,Airport Road,40,10,6047,High
2025-01-07 09:00:00,Wednesday,17,Foggy,Airport Road,44,2,5665,High
2025-01-07 10:00:00,Monday,5,Clear,Airport Road,65,0,5562,Medium
2025-01-07 11:00:00,Saturday,2,Cloudy,Airport Road,94,0,3316,Low
2025-01-07 12:00:00,Thursday,21,Sunny,Airport Road,53,0,3236,Low
2025-01-07 13:00:00,Sunday,14,Clear,Airport Road,78,10,3418,Low
2025-01-07 14:00:00,Friday,12,Cloudy,Airport Road,66,2,2882,Low
2025-01-07 15:00:00,Sunday,16,Foggy,Airport Road,48,10,1090,Low
2025-01-07 16:00:00,Wednesday,5,Clear,Airport Road,54,2,5020,Medium
2025-01-07 17:00:00,Friday,4,Sunny,Airport Road,54,5,5658,Medium
2025-01-07 18:00:00,Saturday,11,Rainy,Airport Road,65,2,2253,Medium
2025-01-07 19:00:00,Thursday,16,Sunny,Airport Road,81,0,6424,Medium
2025-01-07 20:00:00,Saturday,12,Foggy,Airport Road,52,10,6427,Medium
2025-01-07 21:00:00,Sunday,3,Foggy,Airport Road,90,0,325,Low
2025-01-07 22:00:00,Friday,8,Sunny,Airport Road,71,5,876,Medium
2025-01-07 23:00:00,Tuesday,3,Sunny,Airport Road,78,0,2937,Low
2025-01-08 00:00:00,Saturday,9,Rainy,Airport Road,88,0,5308,High
2025-01-08 01:00:00,Sunday,16,Cloudy,Airport Road,91,10,787,Low
2025-01-08 02:00:00,Monday,4,Cloudy,Airport Road,71,20,629,Low
2025-01-08 03:00:00,Thursday,13,Sunny,Airport Road,43,20,3542,Low
2025-01-08 04:00:00,Sunday,19,Sunny,Airport Road,69,0,5167,High
2025-01-08 05:00:00,Monday,13,Rainy,Airport Road,76,2,5131,High
2025-01-08 06:00:00,Sunday,21,Sunny,Airport Road,62,0,5618,Medium
2025-01-08 07:00:00,Friday,0,Clear,Airport Road,78,20,2253,Low
2025-01-08 08:00:00,Friday,14,Cloudy,Airport Road,84,0,1394,Low
2025-01-08 09:00:00,Friday,7,Rainy,Airport Road,54,5,6194,High
2025-01-08 10:00:00,Monday,20,Rainy,Airport Road,82,5,1626,Medium
2025-01-08 11:00:00,Tuesday,21,Cloudy,Airport Road,68,10,4874,Medium
2025-01-08 12:00:00,Monday,11,Sunny,Airport Road,75,5,2996,Low
2025-01-08 13:00:00,Wednesday,14,Foggy,Airport Road,52,10,3203,Low
2025-01-08 14:00:00,Friday,20,Clear,Airport Road,71,10,2540,Low
2025-01-08 15:00:00,Friday,8,Rainy,Airport Road,46,10,4235,High
2025-01-08 16:00:00,Wednesday,14,Rainy,Airport Road,90,20,6903,High
2025-01-08 17:00:00,Wednesday,23,Clear,Airport Road,61,20,3902,Low
2025-01-08 18:00:00,Sunday,12,Foggy,Airport Road,67,2,5301,Medium
2025-01-08 19:00:00,Wednesday,13,Clear,Airport Road,41,0,944,Low
2025-01-08 20:00:00,Tuesday,12,Clear,Airport Road,81,10,5939,Medium
2025-01-08 21:00:00,Monday,1,Foggy,Airport Road,84,10,6444,Medium
2025-01-08 22:00:00,Sunday,1,Clear,Airport Road,92,0,546,Low
2025-01-08 23:00:00,Saturday,3,Foggy,Airport Road,45,0,4015,Medium
2025-01-09 00:00:00,Tuesday,0,Rainy,Airport Road,67,10,3209,Medium
2025-01-09 01:00:00,Tuesday,19,Clear,Airport Road,67,2,1334,Medium
2025-01-09 02:00:00,Saturday,3,Foggy,Airport Road,83,5,6687,Medium
2025-01-09 03:00:00,Monday,11,Sunny,Airport Road,83,5,5546,Medium
2025-01-09 04:00:00,Tuesday,8,Foggy,Airport Road,59,0,326,Medium
2025-01-09 05:00:00,Sunday,15,Clear,Airport Road,69,0,4243,Medium
2025-01-09 06:00:00,Friday,9,Foggy,Airport Road,50,5,3059,Medium
2025-01-09 07:00:00,Thursday,17,Clear,Airport Road,94,5,5658,High
2025-01-09 08:00:00,Monday,17,Sunny,Airport Road,67,20,1930,Medium
2025-01-09 09:00:00,Sunday,23,Sunny,Airport Road,64,2,3879,Low
2025-01-09 10:00:00,Monday,20,Foggy,Airport Road,78,0,286,Low
2025-01-09 11:00:00,Thursday,2,Cloudy,Airport Road,72,0,6588,Medium
2025-01-09 12:00:00,Thursday,3,Cloudy,Airport Road,40,20,6467,Medium
2025-01-09 13:00:00,Sunday,13,Clear,Airport Road,66,20,2977,Low
2025-01-09 14:00:00,Thursday,5,Sunny,Airport Road,91,0,2635,Low
2025-01-09 15:00:00,Friday,13,Rainy,Airport Road,52,20,2032,Medium
2025-01-09 16:00:00,Monday,18,Rainy,Airport Road,80,2,3024,High
2025-01-09 17:00:00,Tuesday,21,Foggy,Airport Road,42,5,948,Low
2025-01-09 18:00:00,Sunday,20,Cloudy,Airport Road,78,10,2132,Low
2025-01-09 19:00:00,Thursday,9,Clear,Airport Road,45,0,1352,Medium
2025-01-09 20:00:00,Sunday,9,Foggy,Airport Road,47,5,5609,High
2025-01-09 21:00:00,Wednesday,13,Cloudy,Airport Road,66,5,5174,Medium
2025-01-09 22:00:00,Wednesday,22,Foggy,Airport Road,48,0,5808,Medium
2025-01-09 23:00:00,Friday,12,Rainy,Airport Road,76,0,5212,High
2025-01-10 00:00:00,Friday,18,Foggy,Airport Road,72,20,6431,High
2025-01-10 01:00:00,Monday,17,Rainy,Airport Road,90,10,1981,High
2025-01-10 02:00:00,Monday,23,Clear,Airport Road,81,0,369,Low
2025-01-10 03:00:00,Friday,21,Clear,Airport Road,83,20,1730,Low
2025-01-10 04:00:00,Sunday,13,Cloudy,Airport Road,63,5,4505,Medium
2025-01-10 05:00:00,Wednesday,1,Sunny,Airport Road,54,10,3303,Low
2025-01-10 06:00:00,Saturday,10,Cloudy,Airport Road,93,20,6239,Medium
2025-01-10 07:00:00,Saturday,7,Cloudy,Airport Road,71,2,1674,Medium
2025-01-10 08:00:00,Saturday,17,Sunny,Airport Road,71,20,5291,High
2025-01-10 09:00:00,Tuesday,14,Clear,Airport Road,63,0,2992,Low
2025-01-10 10:00:00,Monday,5,Sunny,Airport Road,80,5,1795,Low
2025-01-10 11:00:00,Wednesday,3,Clear,Airport Road,91,20,3358,Low
2025-01-10 12:00:00,Sunday,19,Sunny,Airport Road,88,0,6729,High
2025-01-10 13:00:00,Monday,3,Cloudy,Airport Road,88,0,3362,Low
2025-01-10 14:00:00,Sunday,1,Foggy,Airport Road,91,0,1545,Low
2025-01-10 15:00:00,Thursday,10,Sunny,Airport Road,51,2,6363,Medium
2025-01-10 16:00:00,Wednesday,18,Foggy,Airport Road,78,5,319,Medium
2025-01-10 17:00:00,Tuesday,1,Cloudy,Airport Road,41,0,152,Low
2025-01-10 18:00:00,Tuesday,9,Rainy,Airport Road,42,0,1857,High
2025-01-10 19:00:00,Sunday,22,Sunny,Airport Road,88,2,5670,Medium
2025-01-10 20:00:00,Wednesday,2,Cloudy,Airport Road,76,0,1766,Low
2025-01-10 21:00:00,Sunday,6,Cloudy,Airport Road,88,0,5456,Medium
2025-01-10 22:00:00,Tuesday,3,Clear,Airport Road,56,0,2885,Low
2025-01-10 23:00:00,Sunday,0,Sunny,Airport Road,88,0,819,Low
2025-01-11 00:00:00,Wednesday,5,Cloudy,Airport Road,41,0,505,Low
2025-01-11 01:00:00,Sunday,8,Cloudy,Airport Road,41,0,6851,High
2025-01-11 02:00:00,Sunday,14,Clear,Airport Road,67,5,6665,Medium
2025-01-11 03:00:00,Friday,12,Clear,Airport Road,93,10,6955,Medium
2025-01-11 04:00:00,Friday,22,Rainy,Airport Road,62,20,2394,Medium
2025-01-11 05:00:00,Sunday,21,Foggy,Airport Road,76,0,171,Low
2025-01-11 06:00:00,Friday,3,Cloudy,Airport Road,71,0,6049,Medium
2025-01-11 07:00:00,Friday,14,Foggy,Airport Road,72,0,6428,Medium
2025-01-11 08:00:00,Monday,1,Foggy,Airport Road,40,0,2153,Low
2025-01-11 09:00:00,Saturday,1,Foggy,Airport Road,58,5,1329,Low
2025-01-11 10:00:00,Tuesday,11,Clear,Airport Road,41,0,1667,Low
2025-01-11 11:00:00,Monday,9,Foggy,Airport Road,92,2,3782,Medium
2025-01-11 12:00:00,Saturday,0,Rainy,Airport Road,83,2,3053,Medium
2025-01-11 13:00:00,Monday,3,Rainy,Airport Road,65,10,4582,High
2025-01-11 14:00:00,Sunday,20,Cloudy,Airport Road,71,0,5987,Medium
2025-01-11 15:00:00,Tuesday,0,Cloudy,Airport Road,45,0,798,Low
2025-01-11 16:00:00,Saturday,22,Clear,Airport Road,71,0,5396,Medium
2025-01-11 17:00:00,Thursday,23,Rainy,Airport Road,94,10,926,Medium
2025-01-11 18:00:00,Wednesday,14,Cloudy,Airport Road,43,2,6018,Medium
2025-01-11 19:00:00,Saturday,23,Rainy,Airport Road,94,0,448,Medium
2025-01-11 20:00:00,Friday,21,Rainy,Airport Road,50,10,5474,High
2025-01-11 21:00:00,Thursday,13,Sunny,Airport Road,56,10,4008,Medium
2025-01-11 22:00:00,Thursday,4,Sunny,Airport Road,77,0,407,Low
2025-01-11 23:00:00,Thursday,21,Cloudy,Airport Road,63,0,3516,Low
2025-01-12 00:00:00,Saturday,1,Rainy,Airport Road,44,5,5346,High
2025-01-12 01:00:00,Wednesday,21,Cloudy,Airport Road,91,0,6156,Medium
2025-01-12 02:00:00,Monday,5,Foggy,Airport Road,73,2,2434,Low
2025-01-12 03:00:00,Tuesday,8,Rainy,Airport Road,45,0,4961,High
2025-01-12 04:00:00,Sunday,6,Cloudy,Airport Road,61,0,4920,Medium
2025-01-12 05:00:00,Thursday,21,Sunny,Airport Road,50,20,2909,Low
2025-01-12 06:00:00,Friday,12,Cloudy,Airport Road,87,20,5815,Medium
2025-01-12 07:00:00,Saturday,4,Rainy,Airport Road,55,10,3658,Medium
2025-01-12 08:00:00,Wednesday,3,Rainy,Airport Road,72,0,4578,High
2025-01-12 09:00:00,Thursday,1,Sunny,Airport Road,48,5,3577,Low
2025-01-12 10:00:00,Tuesday,20,Foggy,Airport Road,45,0,6631,Medium
2025-01-12 11:00:00,Saturday,16,Foggy,Airport Road,55,2,4720,Medium
2025-01-12 12:00:00,Friday,4,Foggy,Airport Road,68,20,2786,Low
2025-01-12 13:00:00,Friday,12,Foggy,Airport Road,42,5,3085,Low
2025-01-12 14:00:00,Monday,9,Sunny,Airport Road,59,2,375,Medium
2025-01-12 15:00:00,Saturday,19,Rainy,Airport Road,75,2,2647,High
2025-01-12 16:00:00,Tuesday,12,Sunny,Airport Road,58,0,2864,Low
2025-01-12 17:00:00,Saturday,5,Cloudy,Airport Road,65,10,436,Low
2025-01-12 18:00:00,Tuesday,22,Sunny,Airport Road,42,0,2073,Low
2025-01-12 19:00:00,Monday,14,Rainy,Airport Road,58,0,3079,Medium
2025-01-12 20:00:00,Tuesday,19,Foggy,Airport Road,59,5,4676,High
2025-01-12 21:00:00,Thursday,14,Foggy,Airport Road,71,10,4068,Medium
2025-01-12 22:00:00,Tuesday,18,Rainy,Airport Road,46,5,1010,High
2025-01-12 23:00:00,Sunday,14,Clear,Airport Road,91,10,2096,Low
2025-01-13 00:00:00,Thursday,1,Sunny,Airport Road,80,20,3229,Low
2025-01-13 01:00:00,Saturday,22,Clear,Airport Road,72,5,5547,Medium
2025-01-13 02:00:00,Monday,7,Sunny,Airport Road,79,0,6229,High
2025-01-13 03:00:00,Thursday,4,Cloudy,Airport Road,78,10,5950,Medium
2025-01-13 04:00:00,Tuesday,6,Rainy,Airport Road,57,10,4304,High
2025-01-13 05:00:00,Monday,1,Rainy,Airport Road,79,2,3857,Medium
2025-01-13 06:00:00,Tuesday,6,Sunny,Airport Road,40,2,427,Low
2025-01-13 07:00:00,Monday,23,Clear,Airport Road,50,0,1899,Low
2025-01-13 08:00:00,Monday,13,Sunny,Airport Road,67,5,414,Low
2025-01-13 09:00:00,Saturday,4,Sunny,Airport Road,64,2,3645,Low
2025-01-13 10:00:00,Sunday,18,Foggy,Airport Road,89,0,1234,Medium
2025-01-13 11:00:00,Friday,18,Cloudy,Airport Road,62,20,2846,Medium
2025-01-13 12:00:00,Saturday,17,Foggy,Airport Road,70,20,4976,High
2025-01-13 13:00:00,Sunday,8,Rainy,Airport Road,69,2,1620,High
2025-01-13 14:00:00,Monday,3,Foggy,Airport Road,81,5,255,Low
2025-01-13 15:00:00,Saturday,3,Cloudy,Airport Road,74,10,5692,Medium
2025-01-13 16:00:00,Sunday,11,Cloudy,Airport Road,46,0,1824,Low
2025-01-13 17:00:00,Thursday,15,Foggy,Airport Road,55,5,3443,Low
2025-01-13 18:00:00,Saturday,7,Rainy,Airport Road,65,0,986,High
2025-01-13 19:00:00,Thursday,10,Clear,Airport Road,87,20,3173,Low
2025-01-13 20:00:00,Monday,22,Foggy,Airport Road,91,2,2905,Low
2025-01-13 21:00:00,Saturday,1,Clear,Airport Road,88,2,821,Low
2025-01-13 22:00:00,Wednesday,5,Rainy,Airport Road,41,10,1012,Medium
2025-01-13 23:00:00,Monday,18,Clear,Airport Road,40,0,3457,Medium
2025-01-14 00:00:00,Sunday,6,Rainy,Airport Road,87,10,970,Medium
2025-01-14 01:00:00,Tuesday,13,Cloudy,Airport Road,51,0,4208,Medium
2025-01-14 02:00:00,Monday,18,Clear,Airport Road,44,0,6851,High
2025-01-14 03:00:00,Thursday,4,Clear,Airport Road,76,20,597,Low
2025-01-14 04:00:00,Saturday,4,Foggy,Airport Road,71,2,1856,Low
2025-01-14 05:00:00,Wednesday,11,Cloudy,Airport Road,94,2,6481,Medium
2025-01-14 06:00:00,Tuesday,20,Foggy,Airport Road,48,0,1217,Low
2025-01-14 07:00:00,Wednesday,5,Sunny,Airport Road,80,0,3509,Low
2025-01-14 08:00:00,Saturday,12,Rainy,Airport Road,74,20,2928,Medium
2025-01-14 09:00:00,Monday,14,Foggy,Airport Road,58,10,5390,Medium
2025-01-14 10:00:00,Sunday,18,Foggy,Airport Road,87,0,6200,High
2025-01-14 11:00:00,Sunday,15,Sunny,Airport Road,55,10,6849,Medium
2025-01-14 12:00:00,Thursday,15,Rainy,Airport Road,42,5,6904,High
2025-01-14 13:00:00,Sunday,22,Cloudy,Airport Road,59,2,1747,Low
2025-01-14 14:00:00,Wednesday,2,Foggy,Airport Road,63,10,5786,Medium
2025-01-14 15:00:00,Sunday,0,Rainy,Airport Road,93,0,3083,Medium
2025-01-14 16:00:00,Tuesday,21,Sunny,Airport Road,72,10,5686,Medium
2025-01-14 17:00:00,Sunday,1,Clear,Airport Road,63,5,6871,Medium
2025-01-14 18:00:00,Saturday,22,Clear,Airport Road,91,20,242,Low
2025-01-14 19:00:00,Monday,20,Foggy,Airport Road,50,2,5420,Medium
2025-01-14 20:00:00,Wednesday,20,Foggy,Airport Road,88,0,2861,Low
2025-01-14 21:00:00,Saturday,12,Clear,Airport Road,47,5,3535,Low
2025-01-14 22:00:00,Monday,6,Cloudy,Airport Road,75,2,6722,Medium
2025-01-14 23:00:00,Wednesday,0,Rainy,Airport Road,77,10,4760,High
2025-01-15 00:00:00,Wednesday,4,Cloudy,Airport Road,79,20,6714,Medium
2025-01-15 01:00:00,Saturday,5,Rainy,Airport Road,59,0,2531,Medium
